Elevation_m,Storage_m3,Area_ha
510.2,209938609,493
510.5,211418787,494.3
510.8,212775617,495.7
511.1,214255795,497
511.5,215612625,498.3
511.8,217092803,499.6
512.1,218449633,501
512.4,219929812,502.3
512.7,221409990,503.6
513,222766820,504.9
513.3,224246998,506.3
513.6,225727176,507.6
513.9,227207354,508.9
514.2,228687533,510.2
514.5,230167711,511.5
514.8,231647889,512.9
515.1,233128067,514.2
515.4,234608246,515.5
515.7,236088424,516.8
516,237568602,518.2
516.3,239172128,519.5
516.6,240652307,520.8
516.9,242132485,522.1
517.2,243736011,523.5
517.6,245216189,524.8
517.9,246696368,526.1
