Elevation_m,Storage_m3,Area_ha
383.1,26766556,250.4
383.4,27136600,252.1
383.7,27629993,253.7
384,28123386,255.4
384.4,28493430,257
384.7,28986823,258.6
385,29480216,260.3
385.3,29973609,261.9
385.6,30467001,263.6
385.9,30960394,265.2
386.2,31453787,266.9
386.5,32070528,268.5
386.8,32563921,270.2
387.1,33057313,271.8
387.4,33674054,273.4
387.7,34167447,275.1
388,34784188,276.7
388.3,35277581,278.4
388.6,35894321,280
388.9,36511062,281.7
389.2,37127803,283.3
389.5,37621196,285
389.8,38237937,286.6
390.1,38854678,288.3
390.4,39594767,289.9
390.8,40211508,291.5
391.1,40828249,293.2
391.4,41444990,294.8
391.7,42185079,296.5
392,42801820,298.1
392.3,43541909,299.8
392.6,44158650,301.4
392.9,44898739,303.1
393.2,45638828,304.7
393.5,46255569,306.3
393.8,46995658,308
394.1,47735747,309.6
394.4,48475836,311.3
394.7,49215925,312.9
395,50079363,314.6
395.3,50819452,316.2
395.6,51559541,317.9
395.9,52299630,319.5
396.2,53163067,321.1
396.5,53903156,322.8
396.8,54766594,324.4
397.2,55630031,326.1
397.5,56370120,327.7
397.8,57233557,329.4
398.1,58096995,331
398.4,58960432,332.7
398.7,59823869,334.3
399,60687306,336
399.3,61550744,337.6
399.6,62414181,339.2
399.9,63277618,340.9
400.2,64141056,342.5
400.5,65127841,344.2
400.8,65991278,345.8
401.1,66854716,347.5
401.4,67841501,349.1
401.7,68704938,350.8
402,69691724,352.4
402.3,70555161,354
402.6,71541947,355.7
402.9,72528732,357.3
403.3,73515518,359
403.6,74378955,360.6
403.9,75365740,362.3
404.2,76352526,363.9
404.5,77339311,365.6
404.8,78326097,367.2
405.1,79436230,368.8
405.4,80423016,370.5
405.7,81409801,372.1
406,82396587,373.8
406.3,83506720,375.4
406.6,84493506,377.1
406.9,85603640,378.7
407.2,86590425,380.4
407.5,87700559,382
407.8,88810692,383.7
408.1,89797478,385.3
408.4,90907611,386.9
408.7,92017745,388.6
409,93127879,390.2
409.3,94238012,391.9
409.7,95348146,393.5
410,96458280,395.2
410.3,97568413,396.8
410.6,98678547,398.5
410.9,99912029,400.1
411.2,101022162,401.7
411.5,102132296,403.4
411.8,103365778,405
412.1,104475912,406.7
412.4,105709393,408.3
412.7,106819527,410
413,108053009,411.6
413.3,109286491,413.3
413.6,110396624,414.9
413.9,111630106,416.5
414.2,112863588,418.2
414.5,114097070,419.8
414.8,115330552,421.5
415.1,116440685,423.1
415.4,117797515,424.8
415.7,119030997,426.4
416.1,120264479,428.1
416.4,121497961,429.7
416.7,122731443,431.4
417,123964925,433
417.3,125321755,434.6
417.6,126555237,436.3
417.9,127912067,437.9
418.2,129145548,439.6
418.5,130502378,441.2
418.8,131735860,442.9
419.1,133092690,444.5
419.4,134449520,446.2
419.7,135683002,447.8
420,137039832,449.4
420.3,138396662,451.1
420.6,139753492,452.7
420.9,141110322,454.4
421.2,142467152,456
421.5,143823982,457.7
421.8,145180812,459.3
422.1,146660990,461
422.5,148017821,462.6
422.8,149374651,464.3
423.1,150854829,465.9
423.4,152211659,467.5
423.7,153568489,469.2
424,155048667,470.8
424.3,156528845,472.5
424.6,157885675,474.1
424.9,159365853,475.8
425.2,160846032,477.4
425.5,162202862,479.1
425.8,163683040,480.7
426.1,165163218,482.3
426.4,166643396,484
426.7,168123574,485.6
