Elevation_m,Storage_m3,Area_ha
263.3,81040243,106.6
263.7,82520430,106.7
264.0,84123966,106.8
264.3,85604153,106.9
264.6,87207689,107.1
264.9,88811225,107.2
265.2,90414761,107.3
265.5,92018297,107.4
265.8,93621833,107.6
266.1,95225369,107.7
266.4,96952254,107.8
266.7,98555790,107.9
267.0,100282675,108.1
267.3,102009560,108.2
267.6,103736445,108.3
267.9,105463330,108.4
268.2,107190215,108.5
268.5,109040449,108.7
268.8,110767334,108.8
269.1,112617567,108.9
269.4,114344452,109.0
269.7,116194686,109.2
270.1,118044920,109.3
270.4,120018503,109.4
270.7,121868737,109.5
271.0,123718971,109.7
271.3,125692553,109.8
271.6,127666136,109.9
271.9,129516370,110.0
272.2,131489953,110.2
272.5,133586885,110.3
272.8,135560467,110.4
273.1,137534050,110.5
273.4,139630982,110.6
273.7,141727913,110.8
274.0,143824845,110.9
274.3,145921777,111.0
274.6,148018709,111.1
274.9,150115640,111.3
275.2,152335921,111.4
275.5,154556202,111.5
275.8,156653133,111.6
276.1,158873414,111.8
276.5,161217043,111.9
276.8,163437324,112.0
277.1,165657605,112.1
277.4,168001234,112.2
277.7,170344864,112.4
278.0,172688493,112.5
278.3,175032123,112.6
278.6,177375752,112.7
278.9,179842731,112.9
279.2,182186361,113.0
279.5,184653339,113.1
279.8,187120317,113.2
280.1,189587296,113.4
280.4,192054274,113.5
280.7,194644602,113.6
281.0,197234929,113.7
281.3,199701908,113.9
281.6,202292235,114.0
281.9,204882563,114.1
282.2,207596239,114.2
282.5,210186566,114.3
282.9,212900243,114.5
283.2,215613919,114.6
283.5,218327595,114.7
283.8,221041272,114.8
284.1,223754948,115.0
284.4,226591973,115.1
284.7,229305649,115.2
285.0,232142675,115.3
285.3,234979700,115.5
285.6,237816725,115.6
285.9,240777099,115.7
286.2,243614125,115.8
286.5,246574499,115.9
286.8,249534873,116.1
287.1,252495247,116.2
287.4,255455621,116.3
287.7,258415995,116.4
288.0,261499719,116.6
288.3,264583442,116.7
288.6,267667165,116.8
289.0,270750888,116.9
289.3,273834611,117.1
289.6,277041683,117.2
289.9,280125406,117.3
290.2,283332478,117.4
290.5,286539550,117.6
290.8,289869971,117.7
291.1,293077043,117.8
291.4,296407464,117.9
291.7,299737885,118.0
292.0,303068306,118.2
292.3,306398727,118.3
292.6,309729148,118.4
292.9,313182918,118.5
293.2,316636688,118.7
293.5,320090457,118.8
293.8,323544227,118.9
294.1,326997997,119.0
294.4,330575116,119.2
294.7,334028886,119.3
295.0,337606005,119.4
295.4,341183123,119.5
295.7,344883591,119.6
296.0,348460710,119.8
296.3,352161178,119.9
296.6,355861645,120.0
296.9,359562113,120.1
297.2,363262581,120.3
297.5,366963048,120.4
297.8,370663516,120.5
298.1,374487333,120.6
298.4,378311149,120.8
298.7,382011617,120.9
299.0,385835434,121.0
299.3,389782599,121.1
299.6,393606416,121.3
299.9,397430233,121.4
300.2,401377398,121.5
300.5,405324564,121.6
300.8,409271729,121.7
301.1,413218895,121.9
301.4,417166060,122.0
301.8,421236575,122.1
302.1,425183740,122.2
302.4,429254255,122.4
302.7,433324769,122.5
303.0,437395284,122.6
303.3,441465798,122.7
303.6,445659662,122.9
303.9,449730176,123.0
304.2,453924040,123.1
304.5,458117903,123.2
304.8,462311767,123.3
305.1,466505630,123.5
305.4,470699493,123.6
305.7,475016706,123.7
306.0,479333918,123.8
306.3,483651130,124.0
306.6,487968343,124.1
306.9,492285555,124.2
307.2,496726116,124.3
307.5,501043329,124.5
307.8,505483890,124.6
308.2,509924451,124.7
308.5,514488361,124.8
308.8,518928923,125.0
309.1,523492833,125.1
309.4,528056743,125.2
309.7,532620653,125.3
310.0,537307912,125.4
310.3,541871822,125.6
310.6,546559082,125.7
310.9,551246341,125.8
