Elevation_m,Storage_m3,Area_ha
410.6,41568338,288.5
410.9,42431775,292.2
411.2,43295212,295.8
411.5,44158650,299.5
411.8,45022087,302.7
412.1,45885524,305.9
412.4,46872310,309.2
412.7,47735747,312.4
413,48722533,315.7
413.3,49709318,318.9
413.6,50572755,322.1
413.9,51559541,325.4
414.2,52546326,328.6
414.5,53656460,331.8
414.8,54643245,335.1
415.1,55630031,338.3
415.4,56740165,341.6
415.7,57726950,344.8
416.1,58837084,348
416.4,59947217,351.3
416.7,60934003,354.5
417,62044136,357.7
417.3,63154270,361
417.6,64264404,364.2
417.9,65374537,367.5
418.2,66484671,370.7
418.5,67718153,373.9
418.8,68828287,377.2
419.1,69938420,380.4
419.4,71171902,383.7
419.7,72282036,386.9
420,73515518,390.1
420.3,74748999,393.4
420.6,75859133,396.6
420.9,77092615,400.2
421.2,78326097,403.9
421.5,79559579,407.5
421.8,80793060,411.2
422.1,82149890,414.8
422.5,83383372,418.5
422.8,84616854,422.1
423.1,85973684,425.7
423.4,87207166,429.4
423.7,88563996,433
424,89920826,437.1
424.3,91277656,441.1
424.6,92511138,445.2
424.9,93867968,449.2
425.2,95348146,453.3
425.5,96704976,457.3
425.8,98061806,461.4
426.1,99418636,465.4
426.4,100898814,469.4
426.7,102255644,473.5
427,103735823,477.9
427.3,105216001,482.4
427.6,106572831,486.8
427.9,108053009,491.3
428.2,109533187,495.8
428.5,111136714,500.2
428.9,112616892,504.7
429.2,114097070,509.1
429.5,115577248,513.6
429.8,117180775,518
430.1,118660953,523.3
430.4,120264479,528.5
430.7,121868006,533.8
431,123471532,539.1
431.3,125075058,544.3
431.6,126678585,549.6
431.9,128282111,554.8
432.2,129885637,560.1
432.5,131612512,565.4
432.8,133216038,570.6
433.1,134942913,574.3
433.4,136669788,577.9
433.7,138273314,581.5
434,140000189,585.2
434.3,141850411,588.8
434.6,143577286,592.5
434.9,145304160,596.1
435.3,147154383,599.8
435.6,148881258,603.4
435.9,150731481,607
436.2,152581703,610.3
436.5,154431926,613.5
436.8,156282149,616.8
437.1,158132372,620
437.4,160105943,623.2
437.7,161956165,626.5
438,163929736,629.7
438.3,165903307,632.9
438.6,167876878,636.2
438.9,169850449,639.4
439.2,171824020,642.7
439.5,173797591,645.9
439.8,175894510,649.1
440.1,177868081,652.4
440.4,179965000,655.6
440.7,182061919,658.8
441,184158838,662.1
441.4,186255757,665.3
441.7,188352677,668.6
442,190449596,671.8
442.3,192546515,676.6
442.6,194766782,681.5
442.9,196863701,686.4
443.2,199083969,691.2
443.5,201304236,696.1
443.8,203401155,700.9
444.1,205744771,705.8
444.4,207965038,710.6
444.7,210185305,715.5
445,212405572,720.4
445.3,214749188,726
445.6,216969455,731.7
445.9,219313071,737.4
446.2,221656686,743
446.5,224000302,748.7
446.8,226220569,754.4
447.1,228564184,760
447.4,231031148,765.7
447.8,233374764,771.3
448.1,235718379,777
448.4,238061995,782.3
448.7,240528958,787.5
449,242995922,792.8
449.3,245339537,798.1
449.6,247806501,803.3
449.9,250273465,808.6
450.2,252740429,813.8
450.5,255207392,819.1
450.8,257674356,824.4
451.1,260141320,829.6
451.4,262731631,833.7
451.7,265198595,837.7
452,267788907,841.8
452.3,270379219,845.8
452.6,272969531,849.9
452.9,275559843,853.9
453.2,278150154,858
453.5,280863814,862
453.8,283454126,866
454.2,286167786,870.1
454.5,288881446,877
454.8,291595106,883.9
455.1,294308766,890.7
455.4,297022426,897.6
455.7,299859435,904.5
456,302696443,911.4
456.3,305533451,918.3
456.6,308247111,925.1
456.9,311207468,932
457.2,314044476,938.9
457.5,316881484,944.6
457.8,319841840,950.2
458.1,322802197,955.9
458.4,325762553,961.6
458.7,328722910,967.2
459,331683266,972.9
459.3,334643623,978.6
459.6,337727327,984.2
459.9,340687684,989.9
460.2,343771388,995.5
460.6,346855093,1002
460.9,349938797,1008.5
461.2,353145850,1015
461.5,356229555,1021.4
461.8,359313259,1027.9
462.1,362520312,1034.4
462.4,365727365,1040.9
462.7,368934418,1047.3
463,372141470,1053.8
463.3,375471871,1060.3
463.6,378678924,1066
463.9,382009325,1071.6
464.2,385339726,1077.3
464.5,388670127,1083
464.8,392000528,1088.6
465.1,395330929,1094.3
465.4,398661330,1100
465.7,402115079,1105.6
466,405568828,1111.3
466.3,408899229,1117
466.6,412352978,1125.1
467,415930076,1133.1
467.3,419383825,1141.2
467.6,422837574,1149.3
467.9,426414671,1157.4
468.2,429991769,1165.5
468.5,433568866,1173.6
468.8,437145963,1181.7
469.1,440723061,1189.8
469.4,444300158,1197.9
469.7,448000603,1206.8
470,451701049,1215.7
470.3,455401494,1224.6
470.6,459101940,1233.5
470.9,462925734,1242.4
471.2,466749527,1251.3
471.5,470573321,1260.2
471.8,474397115,1269.1
472.1,478220908,1278
472.4,482168050,1286.9
472.7,486115192,1295
473,490062334,1303.1
473.4,494132824,1311.2
473.7,498079966,1319.3
474,502150456,1327.4
474.3,506220946,1335.5
474.6,510414784,1343.6
474.9,514608623,1351.7
475.2,518679113,1359.8
475.5,522996299,1367.9
475.8,527190137,1376
476.1,531383976,1384.1
476.4,535701162,1392.1
476.7,539895000,1400.2
477,544212187,1408.3
477.3,548529373,1416.4
477.6,552723211,1424.5
477.9,557040398,1432.6
478.2,561357584,1440.7
478.5,565674771,1448.8
478.8,569991957,1458.9
479.1,574309144,1469
479.5,578626330,1479.2
479.8,582943516,1489.3
480.1,587384051,1499.4
481.6,606873064,1550
