datetime,Site1,Site2,Site3,Site4,Site5,Site6,Site7
2035-03-13,144.39,201.95,228.48,229.06,209.98,245.0,236.78
2035-03-14,164.3,161.56,173.79,235.96,204.04,247.39,241.7
2035-03-15,186.13,209.87,231.96,221.23,208.51,245.71,233.42
2035-03-16,168.22,197.68,232.26,226.25,211.37,251.18,241.28
2035-03-17,226.9,230.33,219.06,247.16,208.43,245.57,248.51
2035-03-18,239.94,253.59,235.4,244.37,214.87,249.52,250.05
2035-03-19,270.28,234.51,185.79,212.93,179.53,250.11,247.01
2035-03-20,219.78,219.32,226.56,234.71,241.77,255.43,249.36
2035-03-21,144.91,182.47,227.67,249.87,225.86,263.25,252.67
2035-03-22,175.38,186.24,158.47,188.78,156.21,245.57,249.1
2035-03-23,214.35,227.21,212.86,216.2,240.11,210.13,184.54
2035-03-24,170.06,150.77,208.87,226.59,166.21,254.06,234.56
2035-03-25,160.68,185.36,134.36,143.53,137.35,136.53,129.58
2035-03-26,213.59,203.74,153.0,158.32,129.14,169.33,157.49
2035-03-27,138.39,163.45,188.98,237.5,191.21,240.23,220.95
2035-03-28,167.97,188.85,184.22,192.2,157.01,249.69,240.65
2035-03-29,182.26,186.93,179.93,189.63,164.82,228.15,211.66
2035-03-30,160.77,195.54,219.52,256.71,245.53,267.27,248.8
2035-03-31,196.61,200.23,212.02,271.14,260.69,281.25,271.18
2035-04-01,240.23,258.55,220.19,227.25,176.73,259.41,263.67
2035-04-02,252.57,276.05,253.51,271.84,238.6,272.71,267.17
2035-04-03,236.34,254.72,270.46,272.89,264.65,272.91,263.69
2035-04-04,183.11,174.65,194.67,259.56,232.18,278.46,267.65
2035-04-05,260.63,260.06,272.2,285.26,238.65,286.93,263.78
2035-04-06,292.46,271.73,283.97,283.48,287.2,295.73,281.95
2035-04-07,304.03,284.79,284.13,288.96,283.05,293.2,283.8
2035-04-08,305.76,280.25,275.65,286.88,265.2,295.12,285.97
2035-04-09,288.17,245.69,242.24,273.07,243.77,283.83,271.33
2035-04-10,280.81,280.23,283.05,278.08,246.17,288.61,277.68
2035-04-11,305.09,273.27,280.46,287.02,278.39,291.66,281.11
2035-04-12,240.07,258.99,250.67,268.7,269.77,283.44,274.25
2035-04-13,188.64,231.78,264.99,285.3,253.78,289.59,283.07
2035-04-14,172.94,203.03,252.37,241.66,205.85,274.75,265.82
2035-04-15,152.95,191.83,224.28,251.15,209.4,253.26,240.2
2035-04-16,162.38,185.27,222.51,281.07,206.68,272.87,281.81
2035-04-17,184.73,230.02,275.93,274.16,232.45,295.25,286.96
2035-04-18,203.17,235.13,271.26,285.34,266.69,300.72,286.23
2035-04-19,126.54,203.64,266.55,271.92,267.94,292.61,279.57
2035-04-20,193.4,208.67,210.0,300.08,249.94,308.88,288.31
2035-04-21,220.58,259.8,224.98,216.16,178.26,258.45,252.97
2035-04-22,187.82,220.47,262.76,292.39,290.47,303.1,295.24
2035-04-23,184.73,211.92,296.92,309.54,279.05,315.72,303.15
2035-04-24,128.72,150.28,224.4,294.43,285.43,306.32,287.15
2035-04-25,254.66,284.76,310.54,306.18,287.92,307.54,297.08
2035-04-26,265.85,259.83,286.33,313.05,295.71,313.69,299.78
2035-04-27,309.7,292.01,275.87,300.05,303.31,311.17,281.88
2035-04-28,274.92,312.14,318.87,320.16,294.12,320.0,293.73
2035-04-29,213.97,294.92,324.8,320.78,279.42,325.72,306.98
2035-04-30,241.12,315.66,319.02,320.45,295.07,317.41,308.85
2035-05-01,328.43,311.76,337.33,322.62,299.37,309.33,300.9
2035-05-02,304.47,285.79,314.55,311.87,300.29,305.11,300.01
2035-05-03,334.79,295.82,306.05,313.46,284.18,310.96,296.68
2035-05-04,348.15,311.95,313.08,317.27,290.13,313.27,297.8
2035-05-05,343.56,322.8,314.32,313.78,291.51,318.05,309.56
2035-05-06,323.91,328.9,332.26,314.94,308.6,318.15,297.8
2035-05-07,333.2,319.83,321.02,312.5,296.02,318.55,305.79
2035-05-08,329.25,300.02,316.05,314.93,296.51,311.31,298.08
2035-05-09,326.99,317.39,301.42,311.4,276.81,313.82,306.17
2035-05-10,255.9,297.38,313.45,309.73,284.88,315.38,301.91
2035-05-11,334.92,323.25,330.76,314.36,285.88,321.88,316.74
2035-05-12,346.5,319.25,317.46,320.11,290.82,322.05,299.91
2035-05-13,349.6,330.29,323.42,305.65,220.86,319.4,305.48
2035-05-14,307.38,321.94,326.18,323.95,299.25,333.37,314.03
2035-05-15,357.69,331.96,327.96,318.46,306.08,330.72,314.13
2035-05-16,318.88,331.82,330.54,327.18,284.62,323.2,300.11
2035-05-17,252.29,317.27,310.63,315.49,288.79,314.93,306.87
2035-05-18,344.43,323.39,320.08,318.65,303.66,321.46,303.56
2035-05-19,254.15,295.67,286.92,321.39,290.59,320.26,303.29
2035-05-20,346.92,314.57,314.45,313.58,291.35,321.58,303.8
2035-05-21,351.24,319.21,310.96,312.06,255.93,316.25,299.87
2035-05-22,356.28,327.63,314.57,305.56,228.6,317.67,310.88
2035-05-23,360.15,334.82,324.87,307.33,217.22,315.48,306.78
2035-05-24,359.04,327.84,320.67,327.93,214.93,315.24,319.22
2035-05-25,253.87,325.7,326.62,330.38,296.83,335.3,320.57
2035-05-26,351.08,339.73,319.79,330.96,309.53,333.86,314.46
2035-05-27,360.9,331.25,325.53,331.24,299.4,329.13,315.4
2035-05-28,354.74,328.58,321.28,332.69,304.67,331.8,323.23
2035-05-29,350.26,327.68,324.83,338.4,320.94,333.35,320.59
2035-05-30,345.17,326.61,328.85,330.32,313.31,330.03,322.01
2035-05-31,362.06,328.46,330.14,318.8,306.58,316.86,303.85
2035-06-01,225.66,251.49,307.37,312.83,304.51,322.3,305.0
2035-06-02,237.69,253.39,305.1,313.43,286.17,318.91,302.83
2035-06-03,262.34,300.61,323.65,319.95,284.29,324.34,300.84
2035-06-04,331.96,341.5,305.37,325.35,311.0,321.34,300.14
2035-06-05,367.79,340.55,322.53,337.07,319.6,331.77,308.95
2035-06-06,360.35,331.85,322.97,321.06,308.05,333.82,305.66
2035-06-07,359.2,331.93,333.78,329.65,280.72,327.85,292.11
2035-06-08,337.8,336.72,322.07,287.27,188.93,316.47,307.81
2035-06-09,356.96,335.34,319.41,308.28,256.69,317.82,311.25
2035-06-10,365.82,340.11,320.71,329.05,315.59,333.82,299.04
2035-06-11,356.56,336.63,335.25,339.53,275.12,326.51,310.0
2035-06-12,354.99,340.58,335.46,329.18,301.74,330.51,315.11
2035-06-13,352.74,327.3,327.57,328.8,311.35,328.89,311.45
2035-06-14,376.23,337.19,326.21,331.25,314.56,328.79,318.13
2035-06-15,367.88,307.09,298.75,322.59,318.09,330.76,313.02
2035-06-16,358.05,321.14,299.81,287.1,216.15,330.9,322.58
2035-06-17,346.5,337.65,323.6,317.53,289.62,332.51,322.43
2035-06-18,374.3,341.91,323.24,313.35,295.54,331.15,310.85
2035-06-19,366.21,337.57,322.29,305.96,280.62,324.91,304.1
2035-06-20,355.91,322.57,320.71,312.87,313.15,324.73,299.44
2035-06-21,359.4,334.9,297.92,271.7,299.9,306.65,262.1
2035-06-22,358.44,344.32,310.82,305.68,310.45,312.59,277.53
2035-06-23,365.16,337.92,228.76,272.22,299.57,242.18,175.36
2035-06-24,358.07,335.35,314.63,311.59,302.94,301.04,228.43
2035-06-25,361.06,346.27,336.46,277.84,287.61,288.17,257.81
2035-06-26,350.11,341.87,333.07,299.69,289.23,289.67,256.53
2035-06-27,366.19,340.08,332.07,305.98,293.27,313.73,280.74
2035-06-28,347.1,330.1,334.7,321.24,291.65,326.89,303.1
2035-06-29,346.88,335.84,323.66,310.51,287.64,322.45,289.81
2035-06-30,317.31,309.55,311.54,306.21,295.34,312.65,296.54
2035-07-01,336.5,322.07,305.45,306.71,281.55,314.62,296.82
2035-07-02,229.46,262.42,268.69,276.01,261.91,306.97,292.63
2035-07-03,213.44,286.47,305.79,314.16,312.68,320.46,296.86
2035-07-04,209.95,220.42,272.34,318.05,315.55,321.38,292.53
2035-07-05,359.93,335.84,294.75,306.08,312.02,307.49,278.18
2035-07-06,364.11,336.39,323.32,299.7,299.17,287.14,266.91
2035-07-07,364.51,337.62,318.41,294.62,278.49,285.69,254.57
2035-07-08,364.67,339.3,309.11,269.19,283.07,195.5,166.13
2035-07-09,345.5,314.26,242.24,268.12,251.01,261.5,225.66
2035-07-10,193.71,272.5,300.2,302.61,291.05,264.06,223.72
2035-07-11,356.04,335.12,247.31,233.78,272.75,194.69,162.06
2035-07-12,355.61,329.5,312.14,275.47,294.03,268.39,241.77
2035-07-13,341.11,321.27,270.39,192.82,270.6,161.81,141.39
2035-07-14,317.68,325.91,302.3,190.83,288.19,173.09,137.43
2035-07-15,348.49,326.74,305.54,291.89,297.09,286.55,255.93
2035-07-16,340.81,324.52,305.28,293.46,301.6,287.51,261.81
2035-07-17,338.0,325.23,308.27,289.41,278.43,289.82,248.93
2035-07-18,336.43,323.77,309.48,293.31,282.26,244.25,216.58
2035-07-19,325.54,326.3,295.74,283.93,245.47,278.66,253.92
2035-07-20,350.06,319.85,295.55,282.36,256.01,279.11,244.02
2035-07-21,344.9,318.18,274.55,272.26,221.48,270.72,235.51
2035-07-22,191.34,261.34,236.47,258.79,239.7,257.1,240.26
2035-07-23,279.16,279.54,221.88,172.76,193.62,201.92,224.96
2035-07-24,327.28,303.43,255.4,206.5,231.08,240.87,232.74
2035-07-25,341.78,318.16,268.29,250.75,246.19,236.34,223.37
2035-07-26,339.08,318.95,254.36,185.41,219.74,249.4,247.92
2035-07-27,342.86,311.72,274.72,242.72,235.43,266.16,219.25
2035-07-28,314.54,316.83,231.35,265.43,261.81,257.03,231.79
2035-07-29,339.79,298.28,251.95,270.32,229.46,274.54,238.85
2035-07-30,342.35,308.03,294.59,279.65,269.79,289.76,254.25
2035-07-31,343.52,317.73,304.34,293.91,272.13,296.36,262.79
2035-08-01,344.4,317.02,299.86,285.59,282.16,290.16,263.28
2035-08-02,346.33,319.28,302.17,287.66,289.73,288.01,261.27
2035-08-03,338.79,312.59,284.58,268.55,264.45,242.78,227.37
2035-08-04,309.89,299.19,213.41,259.29,278.24,259.24,242.52
2035-08-05,307.76,298.39,281.91,271.08,260.11,269.94,237.97
2035-08-06,325.99,293.1,277.32,261.58,260.04,263.16,218.27
2035-08-07,321.99,298.93,280.5,271.15,254.26,262.15,237.4
2035-08-08,302.57,298.41,274.82,273.33,254.14,262.26,198.43
2035-08-09,321.17,298.7,263.67,215.9,166.64,178.31,175.6
2035-08-10,308.21,280.6,207.51,153.49,176.58,190.49,226.28
2035-08-11,290.05,290.57,251.21,192.99,248.58,174.2,186.52
2035-08-12,317.83,286.16,237.77,204.93,241.39,178.09,206.26
2035-08-13,315.36,293.92,253.86,247.44,244.27,254.4,233.13
2035-08-14,320.18,296.05,268.41,271.12,282.35,240.98,207.65
2035-08-15,317.71,302.03,285.62,289.95,244.36,265.57,219.11
2035-08-16,311.01,301.44,280.38,276.06,266.22,257.32,220.03
2035-08-17,307.39,294.88,284.55,267.05,242.88,258.73,221.15
2035-08-18,317.06,280.68,261.67,232.45,155.37,168.25,164.45
2035-08-19,310.36,285.04,185.36,114.19,111.0,159.71,212.35
2035-08-20,313.79,287.49,176.5,151.55,218.36,212.07,219.96
2035-08-21,301.13,281.91,257.87,264.39,253.29,233.99,208.07
2035-08-22,304.8,285.07,274.46,253.65,241.53,194.83,181.15
2035-08-23,305.71,280.95,267.85,260.59,241.06,257.31,200.82
2035-08-24,284.26,276.52,269.03,261.21,278.28,263.28,166.41
2035-08-25,299.73,268.48,272.23,264.66,262.98,262.16,245.3
2035-08-26,291.42,273.79,269.76,269.35,264.29,254.23,231.13
2035-08-27,292.95,272.11,263.48,265.82,258.17,257.96,226.98
2035-08-28,283.48,268.13,254.29,259.49,229.15,257.23,238.84
2035-08-29,275.42,271.4,260.0,264.15,257.95,260.01,234.72
2035-08-30,280.58,267.06,260.07,258.7,255.36,255.74,225.86
2035-08-31,285.28,268.49,263.79,257.45,244.02,266.34,232.64
2035-09-01,286.46,259.17,261.47,265.37,247.38,258.39,233.43
2035-09-02,283.43,261.14,257.65,260.09,251.34,257.98,229.02
2035-09-03,283.4,252.52,254.98,258.37,242.3,263.55,223.65
2035-09-04,268.64,253.92,253.81,256.61,247.6,259.63,236.14
2035-09-05,265.27,250.3,249.68,253.38,248.0,254.83,233.35
2035-09-06,261.8,247.51,246.47,255.77,228.77,254.91,236.33
2035-09-07,209.68,234.97,247.05,254.88,239.77,239.47,230.54
2035-09-08,136.77,206.11,253.49,249.99,229.87,246.95,237.76
2035-09-09,248.33,242.39,242.07,242.17,212.81,247.36,228.8
2035-09-10,249.34,241.09,241.25,241.52,227.94,246.75,227.8
2035-09-11,210.12,217.89,228.73,229.24,217.2,243.43,214.62
2035-09-12,233.09,227.96,237.09,231.66,208.08,242.25,219.21
2035-09-13,253.71,246.74,234.43,233.45,217.76,246.31,230.81
2035-09-14,244.82,237.16,235.52,239.76,197.01,235.78,216.36
2035-09-15,261.33,232.45,235.46,232.69,198.83,219.06,186.1
2035-09-16,242.44,233.63,233.17,235.88,165.48,228.06,209.95
2035-09-17,241.03,236.74,234.81,233.61,187.22,239.83,223.34
2035-09-18,142.43,199.42,234.64,227.66,222.08,242.56,216.26
2035-09-19,211.44,211.77,220.31,229.07,224.33,200.54,170.15
2035-09-20,135.55,124.22,209.06,232.94,218.72,223.81,222.06
2035-09-21,186.24,217.67,212.6,232.66,224.71,240.6,221.71
2035-09-22,220.07,222.95,222.68,227.34,217.49,240.18,219.75
2035-09-23,208.5,213.73,218.68,224.34,214.99,231.26,210.71
2035-09-24,221.32,215.26,216.23,223.18,203.63,226.8,210.96
2035-09-25,235.81,217.72,219.59,223.6,195.39,225.44,206.73
2035-09-26,229.62,219.59,216.95,221.32,198.6,228.73,203.1
2035-09-27,192.91,200.06,220.11,215.47,198.3,219.06,219.07
2035-09-28,213.57,205.67,221.75,223.38,186.6,232.32,224.69
2035-09-29,230.96,213.27,208.67,224.08,212.01,233.79,225.16
2035-09-30,215.21,209.67,183.52,148.85,236.27,152.8,156.58
2035-10-01,182.34,190.61,201.51,207.06,181.84,213.94,198.8
2035-10-02,170.48,133.0,150.81,209.24,183.74,217.53,205.3
2035-10-03,177.29,181.22,179.76,173.22,168.12,166.18,138.28
2035-10-04,147.33,169.59,191.14,204.11,164.44,217.86,204.9
2035-10-05,128.03,149.54,191.64,197.25,193.47,208.7,192.31
2035-10-06,156.35,166.56,200.88,202.24,187.28,213.01,213.67
2035-10-07,152.09,169.54,193.15,202.89,190.93,211.06,203.13
2035-10-08,195.67,184.5,158.43,192.22,173.94,211.61,200.52
2035-10-09,197.68,192.36,188.98,200.64,184.35,211.01,197.6
2035-10-10,115.15,115.92,137.84,192.82,169.47,204.91,198.05
2035-10-11,189.04,178.27,182.96,191.11,168.83,208.5,193.19
2035-10-12,188.06,175.35,191.04,192.99,176.11,204.71,190.09
2035-10-13,187.43,195.67,185.4,202.54,181.76,197.03,211.05
2035-10-14,173.89,192.21,183.45,192.42,163.02,197.41,187.11
2035-10-15,135.43,158.84,175.22,186.89,166.77,185.83,194.71
2035-10-16,181.99,173.04,184.49,185.59,163.01,193.19,184.93
2035-10-17,170.85,171.76,181.75,178.36,127.56,183.07,161.92
2035-10-18,157.2,169.82,176.35,185.54,165.19,188.87,170.81
2035-10-19,162.76,168.99,183.54,180.59,157.73,188.28,182.56
2035-10-20,150.55,167.51,163.6,175.62,180.48,186.41,183.91
2035-10-21,165.93,164.19,164.05,177.53,187.79,184.0,172.6
2035-10-22,156.64,161.37,177.47,178.91,168.36,184.74,172.45
2035-10-23,162.74,168.99,171.93,190.68,157.56,185.86,163.02
2035-10-24,173.73,169.41,177.33,184.12,164.45,187.55,184.3
2035-10-25,165.31,161.49,169.52,185.65,171.38,188.69,177.57
2035-10-26,166.94,155.73,165.16,177.58,159.22,189.29,184.3
2035-10-27,157.9,143.73,165.41,171.58,165.97,182.84,179.87
2035-10-28,167.14,150.27,162.29,170.67,145.78,185.09,181.77
2035-10-29,151.83,143.68,154.51,167.84,145.96,178.57,162.87
2035-10-30,55.04,45.12,106.5,165.36,103.64,174.74,168.39
2035-10-31,64.74,74.44,77.96,133.26,120.38,163.21,159.32
2035-11-01,74.83,73.22,76.19,144.79,120.34,160.03,163.57
2035-11-02,90.65,114.13,91.8,94.38,84.97,136.99,154.09
2035-11-03,121.0,138.5,127.81,143.09,140.75,149.83,158.65
2035-11-04,143.35,142.73,146.85,159.17,142.66,176.33,163.78
2035-11-05,138.18,137.68,151.6,160.99,145.32,177.21,164.07
2035-11-06,54.4,74.81,99.73,139.51,120.71,165.64,169.13
2035-11-07,143.39,120.25,99.89,136.41,117.61,159.95,155.83
2035-11-08,134.29,138.22,138.1,97.48,101.05,101.32,102.66
2035-11-09,125.56,138.65,146.62,145.98,142.82,154.07,147.94
2035-11-10,83.28,90.33,133.17,147.08,135.95,159.26,154.53
2035-11-11,126.52,133.1,137.16,141.2,130.83,155.4,155.14
2035-11-12,124.3,118.85,98.32,87.68,71.36,85.1,110.8
2035-11-13,65.71,75.44,120.24,128.75,119.99,111.26,112.72
2035-11-14,45.55,51.19,108.36,139.8,133.79,150.2,147.86
2035-11-15,46.29,59.51,112.13,128.4,111.32,144.98,145.66
2035-11-16,43.16,43.87,58.1,106.71,118.25,98.73,109.31
2035-11-17,85.56,110.52,131.28,140.22,136.89,149.83,145.53
2035-11-18,68.79,72.76,108.59,126.03,122.31,138.62,145.75
2035-11-19,99.2,106.89,117.74,134.88,135.73,143.53,143.85
2035-11-20,101.04,103.47,121.73,136.43,128.99,145.76,142.88
2035-11-21,98.7,88.63,112.23,136.45,118.38,143.47,138.52
2035-11-22,95.39,111.65,113.3,132.39,125.1,141.07,136.31
2035-11-23,90.73,99.56,120.4,132.85,110.62,137.78,135.24
2035-11-24,103.51,112.51,117.53,129.99,118.29,138.78,140.19
2035-11-25,102.99,113.24,119.83,123.45,117.69,143.42,126.99
2035-11-26,74.58,80.67,114.61,110.93,108.71,124.24,120.71
2035-11-27,90.71,107.67,119.14,135.88,127.56,140.44,138.47
2035-11-28,62.05,71.4,100.93,130.55,131.02,136.02,136.53
2035-11-29,60.36,51.73,50.42,110.89,108.78,139.13,136.41
2035-11-30,76.44,96.36,113.32,118.86,118.92,115.96,123.85
2035-12-01,95.38,102.49,118.38,130.28,125.23,136.47,134.48
2035-12-02,66.52,47.21,60.24,84.98,71.92,121.31,132.19
2035-12-03,103.72,97.7,105.04,125.18,124.35,128.82,122.47
2035-12-04,83.44,93.84,117.99,125.62,127.58,133.58,127.77
2035-12-05,101.54,94.21,105.96,127.34,124.81,132.76,132.13
2035-12-06,90.61,99.09,114.87,129.76,117.23,138.74,136.34
2035-12-07,106.64,97.06,111.46,129.75,120.6,138.32,134.52
2035-12-08,85.5,77.34,101.83,129.74,118.91,137.0,132.54
2035-12-09,80.41,70.05,79.95,121.35,123.33,136.04,132.06
2035-12-10,62.55,84.81,111.41,122.49,116.02,133.29,128.41
2035-12-11,32.38,23.74,60.24,105.83,89.44,128.24,127.15
2035-12-12,62.46,92.31,113.72,123.09,119.0,133.32,124.36
2035-12-13,68.82,66.62,89.9,109.75,99.87,128.67,129.46
2035-12-14,95.99,101.83,106.45,125.2,125.56,132.57,132.82
2035-12-15,77.01,80.37,95.69,124.03,120.89,127.77,134.95
2035-12-16,32.57,54.35,62.78,116.49,112.25,128.67,131.65
2035-12-17,74.49,74.32,70.0,100.47,97.6,117.34,110.1
2035-12-18,36.3,26.45,48.97,83.57,73.64,116.51,125.65
2035-12-19,60.33,26.74,69.93,111.0,102.11,121.81,117.62
2035-12-20,39.35,28.98,54.49,89.86,74.48,122.03,121.99
2035-12-21,94.19,93.47,98.13,114.7,103.51,125.21,128.95
2035-12-22,97.53,90.83,84.52,121.43,118.09,126.4,128.4
2035-12-23,77.1,67.21,87.09,118.65,121.29,126.54,129.26
2035-12-24,87.01,96.1,97.98,123.96,120.67,133.65,131.16
2035-12-25,101.54,94.61,102.78,122.1,117.24,127.37,127.13
2035-12-26,97.13,90.82,90.5,116.93,112.48,127.09,128.57
2035-12-27,99.21,79.3,95.1,116.52,114.45,124.38,126.9
2035-12-28,93.27,91.25,103.93,119.95,111.61,126.52,127.39
2035-12-29,75.92,66.46,95.04,119.38,118.15,127.76,127.81
2035-12-30,59.96,50.79,73.41,119.35,99.07,127.68,127.66
2035-12-31,100.69,91.93,109.08,120.63,107.51,125.78,123.61
2036-01-01,70.57,84.73,112.26,127.45,116.17,135.66,133.41
2036-01-02,104.39,105.69,108.61,127.78,121.5,135.28,135.52
2036-01-03,70.57,54.56,59.28,78.52,67.11,116.01,130.42
2036-01-04,54.29,33.65,56.9,75.69,59.28,98.42,107.1
2036-01-05,38.69,32.57,65.18,84.66,76.94,113.22,117.64
2036-01-06,54.29,52.68,88.12,128.53,126.8,136.15,131.77
2036-01-07,56.6,47.94,60.41,112.56,90.75,121.95,123.99
2036-01-08,41.76,25.36,70.98,126.26,99.57,115.07,107.04
2036-01-09,79.93,72.75,101.78,124.07,119.95,129.6,127.71
2036-01-10,69.35,76.89,99.53,126.08,121.01,136.58,136.06
2036-01-11,92.58,74.79,76.47,124.09,117.33,136.75,133.45
2036-01-12,101.72,100.7,113.54,128.95,125.51,137.66,136.68
2036-01-13,108.39,97.84,111.37,131.85,125.58,139.6,137.52
2036-01-14,74.85,62.09,120.1,129.51,124.71,138.94,134.16
2036-01-15,46.0,44.5,72.62,123.55,116.56,138.08,133.65
2036-01-16,64.79,91.28,112.84,107.93,81.07,130.39,134.61
2036-01-17,63.1,48.96,63.98,103.79,84.36,129.66,132.86
2036-01-18,105.94,107.86,110.17,135.46,126.24,145.42,147.64
2036-01-19,59.68,62.79,79.29,117.7,112.87,137.49,142.72
2036-01-20,65.91,48.36,75.02,131.39,116.9,146.99,141.78
2036-01-21,56.94,53.57,73.63,98.28,100.95,116.61,110.17
2036-01-22,64.95,83.0,76.99,68.29,69.4,83.84,83.04
2036-01-23,72.01,84.18,127.08,141.8,130.91,150.43,149.25
2036-01-24,67.21,65.28,108.24,135.23,124.99,142.91,144.73
2036-01-25,123.96,104.0,78.12,141.42,123.01,154.33,149.87
2036-01-26,136.4,117.7,117.24,146.99,138.77,154.48,153.39
2036-01-27,135.28,133.26,131.64,137.15,138.61,143.8,145.89
2036-01-28,111.91,126.68,135.9,138.97,136.96,136.47,133.0
2036-01-29,67.37,44.39,90.71,148.69,142.67,159.72,155.31
2036-01-30,50.79,40.2,100.89,149.77,135.59,157.82,150.02
2036-01-31,78.23,107.02,84.06,83.52,45.53,122.74,124.26
2036-02-01,129.58,128.01,124.17,153.42,142.22,171.31,152.65
2036-02-02,102.9,125.25,156.39,159.4,151.24,169.5,163.78
