,Constraint,Time,Value
154,Bal3Constraint,35,37.8572
155,Bal3Constraint,36,37.8572
156,Bal3Constraint,37,37.8572
157,Bal3Constraint,38,37.8572
158,Bal3Constraint,39,37.8572
159,Bal3Constraint,40,37.8572
160,Bal3Constraint,41,37.8572
161,Bal3Constraint,42,37.2761
162,Bal3Constraint,43,38.4383
163,Bal3Constraint,44,37.8572
164,Bal3Constraint,45,37.8572
165,Bal3Constraint,46,37.8572
166,Bal3Constraint,47,37.8572
167,Bal3Constraint,48,37.8572
168,Bal4Constraint,25,46.1636
169,Bal4Constraint,26,45.0014
170,Bal4Constraint,27,39.824
171,Bal4Constraint,28,39.458600000000004
172,Bal4Constraint,29,39.511100000000006
173,Bal4Constraint,30,45.0014
174,Bal4Constraint,31,45.0014
175,Bal4Constraint,32,45.0014
176,Bal4Constraint,33,45.0014
177,Bal4Constraint,34,45.0014
178,Bal4Constraint,35,45.0014
179,Bal4Constraint,36,39.458600000000004
180,Bal4Constraint,37,39.458600000000004
181,Bal4Constraint,38,42.3272
182,Bal4Constraint,39,45.0014
183,Bal4Constraint,40,45.0014
184,Bal4Constraint,41,46.1636
185,Bal4Constraint,42,47.2361
186,Bal4Constraint,43,48.3983
187,Bal4Constraint,44,47.8172
188,Bal4Constraint,45,47.8172
189,Bal4Constraint,46,47.8172
190,Bal4Constraint,47,47.8172
191,Bal4Constraint,48,47.8172
192,Bal1Constraint,49,32.7094
193,Bal1Constraint,50,32.709399999999995
194,Bal1Constraint,51,32.7094
195,Bal1Constraint,52,32.7094
196,Bal1Constraint,53,32.7094
197,Bal1Constraint,54,32.7094
198,Bal1Constraint,55,32.7094
199,Bal1Constraint,56,32.7094
200,Bal1Constraint,57,32.7094
201,Bal1Constraint,58,32.7094
202,Bal1Constraint,59,32.7094
203,Bal1Constraint,60,32.7094
204,Bal1Constraint,61,32.7094
205,Bal1Constraint,62,32.7094
206,Bal1Constraint,63,32.7094
207,Bal1Constraint,64,32.7094
208,Bal1Constraint,65,32.7094
209,Bal1Constraint,66,32.7094
210,Bal1Constraint,67,32.7094
211,Bal1Constraint,68,32.7094
212,Bal1Constraint,69,32.7094
213,Bal1Constraint,70,32.7094
214,Bal1Constraint,71,32.7094
215,Bal1Constraint,72,32.7094
216,Bal2Constraint,49,32.7094
217,Bal2Constraint,50,32.709399999999995
218,Bal2Constraint,51,32.7094
219,Bal2Constraint,52,32.7094
220,Bal2Constraint,53,32.7094
221,Bal2Constraint,54,32.7094
222,Bal2Constraint,55,32.7094
223,Bal2Constraint,56,32.7094
224,Bal2Constraint,57,32.7094
225,Bal2Constraint,58,32.7094
226,Bal2Constraint,59,32.7094
227,Bal2Constraint,60,32.7094
228,Bal2Constraint,61,32.7094
229,Bal2Constraint,62,32.7094
230,Bal2Constraint,63,32.7094
231,Bal2Constraint,64,32.7094
232,Bal2Constraint,65,32.7094
233,Bal2Constraint,66,32.7094
234,Bal2Constraint,67,32.7094
235,Bal2Constraint,68,32.7094
236,Bal2Constraint,69,32.7094
237,Bal2Constraint,70,32.7094
238,Bal2Constraint,71,32.7094
239,Bal2Constraint,72,32.7094
240,Bal3Constraint,49,37.931400000000004
241,Bal3Constraint,50,37.931400000000004
242,Bal3Constraint,51,37.931400000000004
243,Bal3Constraint,52,36.9554
244,Bal3Constraint,53,36.9554
245,Bal3Constraint,54,36.9554
246,Bal3Constraint,55,38.4194
247,Bal3Constraint,56,38.4194
248,Bal3Constraint,57,37.931400000000004
249,Bal3Constraint,58,37.931400000000004
250,Bal3Constraint,59,37.931400000000004
251,Bal3Constraint,60,36.9632
252,Bal3Constraint,61,36.695
253,Bal3Constraint,62,37.849399999999996
254,Bal3Constraint,63,36.9632
255,Bal3Constraint,64,38.4194
256,Bal3Constraint,65,38.4194
257,Bal3Constraint,66,38.41940000000001
258,Bal3Constraint,67,38.4194
259,Bal3Constraint,68,38.4194
260,Bal3Constraint,69,38.4194
261,Bal3Constraint,70,38.4194
262,Bal3Constraint,71,38.4194
263,Bal3Constraint,72,38.4194
264,Bal4Constraint,49,46.1636
265,Bal4Constraint,50,45.0014
266,Bal4Constraint,51,39.458600000000004
267,Bal4Constraint,52,39.458600000000004
268,Bal4Constraint,53,39.458600000000004
269,Bal4Constraint,54,39.511100000000006
270,Bal4Constraint,55,45.0014
271,Bal4Constraint,56,46.1636
272,Bal4Constraint,57,46.1636
273,Bal4Constraint,58,45.0014
274,Bal4Constraint,59,39.458600000000004
275,Bal4Constraint,60,39.458600000000004
276,Bal4Constraint,61,39.458600000000004
277,Bal4Constraint,62,39.458600000000004
278,Bal4Constraint,63,45.0014
279,Bal4Constraint,64,46.1636
280,Bal4Constraint,65,47.3258
281,Bal4Constraint,66,48.37940000000001
282,Bal4Constraint,67,48.379400000000004
283,Bal4Constraint,68,72.18679999999999
284,Bal4Constraint,69,48.379400000000004
285,Bal4Constraint,70,48.379400000000004
286,Bal4Constraint,71,48.379400000000004
287,Bal4Constraint,72,48.379400000000004
